C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_303.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_303.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_303.jpg,0,0,0,1.29061E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_377.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_377.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_377.jpg,0,0,0,2.401994E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_461.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_461.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_461.jpg,0,0,0,1.201482E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_542.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_542.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_542.jpg,0,0,0,1.7632E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_626.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_626.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_626.jpg,0,0,0,9.880271E-06
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_708.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_708.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_708.jpg,0,0,0,7.26586E-07
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_791.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_791.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_791.jpg,0,0,0,7.384621E-06
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_861.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_861.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_861.jpg,0,0,0,1.866032E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_45_939.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_45_939.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_45_939.jpg,0,0,0,8.768156E-06
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_021.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_021.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_021.jpg,0,0,0,2.328148E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_100.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_100.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_100.jpg,0,0,0,1.590581E-05
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_192.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_192.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_192.jpg,0,0.2073024,0,0.1581136
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_257.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_257.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_257.jpg,0,0.4098954,0,0.3697424
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_327.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_327.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_327.jpg,0,0.6171891,0,0.8622893
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_411.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_411.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_411.jpg,0,0.8668386,0,1.601505
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_494.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_494.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_494.jpg,0,1,0,2.515479
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_575.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_575.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_575.jpg,0,1,0,3.449353
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_662.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_662.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_662.jpg,0,1,0,4.389392
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_746.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_746.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_746.jpg,0,1,0,5.551251
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_830.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_830.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_830.jpg,0,1,0,6.472729
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_910.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_910.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_910.jpg,-0.2,1,0,7.378245
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_46_990.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_46_990.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_46_990.jpg,-0.4,1,0,8.254587
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_47_061.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_47_061.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_47_061.jpg,0,0.8598715,0,8.871477
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_47_139.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_47_139.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_47_139.jpg,0,0.6673093,0,9.505416
C:\Users\Ayush\Documents\Datasets\AI\IMG\center_2022_05_10_14_21_47_228.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\left_2022_05_10_14_21_47_228.jpg,C:\Users\Ayush\Documents\Datasets\AI\IMG\right_2022_05_10_14_21_47_228.jpg,0,0.359681,0,9.97761
